# id	файл	заголовок	АДРЕС	ЦЕНА
I0119	KORPUS-2026-07-18_teorkat-l1.md	Ответы субагентов пришли обрезанными без падения — тихая потеря, а не смерть	_studio/zhurnal/2026-07-18_teorkat-l1/kod_poisk-primerov.md#УРОКИ ФАБРИКЕ, строки 71–73	кусок 05 потерял начало, кусок 07 (прямой заказ владельца) — из заявленных 52 строк дошли 
I0120	KORPUS-2026-07-18_teorkat-l1.md	Гейт «источник без дайджеста = не читан» не покрывает `web/` — десять файлов годами вне ге	_studio/zhurnal/2026-07-18_teorkat-l1/kod_poisk-primerov.md#УРОКИ ФАБРИКЕ, строки 75–77	источник cti-* пролежал непрочитанным два дня и три захода, потому что не попадал в печата
I0121	KORPUS-2026-07-18_teorkat-l1.md	Честная приписка «этот файл я НЕ читал» в VYCHITANO.md заглушает механический гейт долга	_studio/zhurnal/2026-07-18_teorkat-l1/kod_poisk-primerov.md#УРОКИ ФАБРИКЕ, строки 79–81	ноль (поймано и починено в том же ходу), но класс ошибки воспроизводится сам собой
I0122	KORPUS-2026-07-18_teorkat-l1.md	`file` врёт про число страниц PDF	_studio/zhurnal/2026-07-18_teorkat-l1/kod_poisk-primerov.md#УРОКИ ФАБРИКЕ, строки 83–85	ноль (проверено `pdfinfo`), но `file baez-ct.pdf` дал «6 pages» вместо реальных 59
I0123	KORPUS-2026-07-18_teorkat-l1.md	KARTA-OBLASTI.md содержал лишний третий фенс, из-за чего парность разъезжалась для всей вт	_studio/zhurnal/2026-07-18_teorkat-l1/kod_poisk-primerov.md#ОТЧЁТ, строки 267–268	общее число фенсов было 433 (нечётное), парность рендера сломана для второй половины файла
I0124	KORPUS-2026-07-18_teorkat-l1.md	1. Контракт зоны предписал `git checkout main`, но проект живёт на `teorkat-istochniki`	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 39–42	`main` на 133 коммита позади (стан. «buffon»), `teoriya-kategoriy/` там нет вовсе — слепой
I0125	KORPUS-2026-07-18_teorkat-l1.md	2. Сталый `HEAD.lock` (18.07) блокировал ВСЕ коммиты репозитория	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 43–46	первый коммит точки отката упал (`cannot lock ref 'HEAD'`); снят вручную после проверки, ч
I0126	KORPUS-2026-07-18_teorkat-l1.md	3. Мёртвые URL-якоря в `SPISOK-skachat`/`ZOOPARK` теряют источник молча	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 47–50	2 из 4 первых докачек — 404 (Mazur harvard, Cheng boffosocko); живые зеркала (OSU / Waybac
I0127	KORPUS-2026-07-18_teorkat-l1.md	4. Пять параллельных ~30-мин PDF-субагентов систематически рвутся «Connection closed mid-r	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 51–56	3 из 5 читателей + верификатор оборвались после ~30 мин / ~100k токенов — сожжённые токены
I0128	KORPUS-2026-07-18_teorkat-l1.md	5. Забытый «🔴 ДОЛГ …» в шапке врёт ровно так же, как соврало бы число	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 57–60	в шапке `MANIFEST.md` два дня висело «ДОЛГ: 8 источников БЕЗ ДАЙДЖЕСТОВ», хотя долг закрыт
I0129	KORPUS-2026-07-18_teorkat-l1.md	6. Требование «якорь = дословная цитата у каждой строки» упирается в ограничение на цитиро	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 61–64	3 субагента из 10 отказались давать десятки verbatim-фрагментов из одной современной книги
I0130	KORPUS-2026-07-18_teorkat-l1.md	7. Ответы субагентов приходят ОБРЕЗАННЫМИ — это не падение, а тихая потеря	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 65–68	никто не умер (в отличие от прошлого прогона), но два ответа пришли усечёнными: кусок 05 п
I0131	KORPUS-2026-07-18_teorkat-l1.md	8. Гейт «источник без дайджеста = не читан» не покрывает `web/`	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 69–72	команда покрытия считает только `pdf/*.pdf`. `cti-*` (Category Theory Illustrated) — по фа
I0132	KORPUS-2026-07-18_teorkat-l1.md	9. Честная приписка «этот файл я НЕ читал» ЗАГЛУШАЕТ механический гейт	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 73–76	ноль (поймано в том же ходу), но класс воспроизводится сам собой. Написав в `VYCHITANO.md`
I0133	KORPUS-2026-07-18_teorkat-l1.md	10. `file` врёт про число страниц PDF	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 77–82	ноль (проверено вторым инструментом), но чуть не забракована докачка: `file baez-ct.pdf` →
I0134	KORPUS-2026-07-18_teorkat-l1.md	11. Канал субагентов не «лёг», а ДЕГРАДИРОВАЛ — и диагностируется это неправильно	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 83–86	семь выемщиков отработали, затем четыре подряд умерли по `Stream idle timeout`; исполнител
I0135	KORPUS-2026-07-18_teorkat-l1.md	12. Страховка «сначала запиши добычу в файл, потом выдай в чат» появилась только на четвёр	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 87–90	из четырёх умерших выемщиков ни один ничего не сохранил (трое запущены до поправки, четвёр
I0136	KORPUS-2026-07-18_teorkat-l1.md	13. «ЗОНА = папка целиком» ломается, когда в папке живут файлы аналитика — фабрика наступи	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 91–94	контракт зоны велел коммитить `_studio/zhurnal/2026-07-18_teorkat-l1` папкой; аналитик в э
I0137	KORPUS-2026-07-18_teorkat-l1.md	14. Обязательный пункт отчёта стоял последним в списке приоритетов — непокрываем по постро	_studio/zhurnal/2026-07-18_teorkat-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 95–100	§4 требовал «приёмы из Smith» как обязательный элемент отчёта, а §2B ставил Smith шестым и
I0138	KORPUS-2026-07-20_teorkat-motivacia.md	Осиротевший `.git/index.lock` делает контракт зоны невыполнимым, а заход этого случая не п	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_fib-kategorno.md#УРОКИ ФАБРИКЕ, строки 112–113	~10 минут на диагностику, результат захода лёг untracked и потребовал ручного действия вла
I0139	KORPUS-2026-07-20_teorkat-motivacia.md	Исполнитель не видит статус живого субагента, мерил время суммой sleep вместо стенных часо	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_fib-kategorno.md#УРОКИ ФАБРИКЕ, строки 115–117	поисковый субагент работал 26 минут, исполнитель счёл его зависшим при 43 «номинальных» ми
I0140	KORPUS-2026-07-20_teorkat-motivacia.md	Критерий «непомеченных утверждений — ноль» не различает математические и педагогические оц	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_fib-kategorno.md#УРОКИ ФАБРИКЕ, строки 119–120	НЕ НАЗВАНА (исполнитель ввёл четвёртую метку `[суждение]` самовольно, оговорив в ПЛАНЕ; ри
I0141	KORPUS-2026-07-20_teorkat-motivacia.md	Числа, названные в контексте самого захода (⭐ 247, карточек 216), разошлись с реальным сос	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_perechot-kataloga.md#ПЛАН, строки 118–122	НЕ НАЗВАНА
I0142	KORPUS-2026-07-20_teorkat-motivacia.md	Один `.git` на все параллельные сессии монорепо систематически оставляет осиротевшие локи	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_razobrat-git.md#ЗАДАНИЕ, строки 10, 14	лок висел нулевого размера, многочасовой давности — заведомо мёртвый и блокирующий все ком
I0143	KORPUS-2026-07-20_teorkat-motivacia.md	Некоммиченный вал ~109 позиций по шести проектам разом скопился на ветке, названной под др	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_razobrat-git.md#ЗАДАНИЕ, строка 15	порядка 108 позиций (~45 изменённых, ~63 новых, ≈2270 вставок) по шести проектам разом, вс
I0144	KORPUS-2026-07-20_teorkat-motivacia.md	Незарегистрированный git-подмодуль (`carshering/carsharing_archive`) висит как gitlink без	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_razobrat-git.md#ВОПРОСЫ, строка 238	НЕ НАЗВАНА
I0145	KORPUS-2026-07-20_teorkat-motivacia.md	Разметку doc-движка нельзя проверить из песочницы: нумерованные списки не распознаются, а 	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_vidy-obzor.md#УРОКИ ФАБРИКЕ, строки 97–98	выпали тела девяти типизированных блоков, включая формулы из определений, при этом линтер 
I0146	KORPUS-2026-07-20_teorkat-motivacia.md	Ложный красный check_view на markdown-ссылках вида `[текст](адрес)`	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_vidy-obzor.md#УРОКИ ФАБРИКЕ, строки 100–101	два круга сборки и диагностику, плюс пришлось выносить все адреса из тела в отдельный блок
I0147	KORPUS-2026-07-20_teorkat-motivacia.md	Сам заход построил обязательный гейт №8 на неверном факте о содержимом предыдущего отчёта	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_vidy-obzor.md#ПЛАН, строки 111–119	НЕ НАЗВАНА (заход утверждал, что секция ОТЧЁТ соседнего файла «осталась пустой»; проверка 
I0148	KORPUS-2026-07-20_teorkat-motivacia.md	Обязательный раздел §E, который критерий предыдущего захода объявлял условием принятия фай	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_vidy-obzor.md#ОТЧЁТ, строки 155–181	обнаружено только следующим заходом-приёмщиком, а не автором исходного файла
I0149	KORPUS-2026-07-20_teorkat-motivacia.md	Стандарт «отрицательный вердикт несёт охват в себе» не защищает от того, что сам охват усе	_studio/zhurnal/2026-07-20_teorkat-motivacia/kod_vidy-obzor.md#ОТЧЁТ, строки 311–316	НЕ НАЗВАНА (прежний честный отрицательный вердикт с полным охватом оказался неверным; повт
I0150	KORPUS-2026-07-20_vvedenie-sborka.md	Счётчик «91 узел» в шапке картотеки не совпадал с реальным числом карточек (229)	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 95–97	приёмочный гейт захода требовал «91 из 91»; исполнитель, подчинившийся букве, свёл бы 91 у
I0151	KORPUS-2026-07-20_vvedenie-sborka.md	VNESHNIE-RESURSY.md, объявленный «единственным файлом, знающим пути», указывал неверный пу	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 99–101	в этом прогоне ноль (верный путь дал заход), но файл заведён ровно затем, чтобы переезд ка
I0152	KORPUS-2026-07-20_vvedenie-sborka.md	Заход предписывал заполнить поле узла картотеки («нити-старые»), которого в стандарте карт	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 103–105	исполнитель, подчинившийся буквально, выдумал бы 229 привязок — синтез, выданный за источн
I0153	KORPUS-2026-07-20_vvedenie-sborka.md	Разделитель `|` в машинной записи субагентов совпал с символом внутри LaTeX-формулы одного	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 107–109	один узел из 229 молча выпал из покрытия; поймано гейтом (229 против 228), стоило одну пра
I0154	KORPUS-2026-07-20_vvedenie-sborka.md	Число «сверено 79 id», вписанное в шапку артефакта до завершения письма, устарело к момент	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 111–113	одна правка; поймано собственным грепом до верификатора
I0155	KORPUS-2026-07-20_vvedenie-sborka.md	Независимый верификатор обнаружил, что главный артефакт печатал собственный отчёт покрытия	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 115–117	без него в сдачу ушёл бы артефакт, чей собственный отчёт покрытия говорит «сведено 0 из 22
I0156	KORPUS-2026-07-20_vvedenie-sborka.md	Формулировка «проект не под git» оказалась верной лишь для одной из двух папок зоны риска	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#УРОКИ ФАБРИКЕ, строки 119–121	в этом прогоне ноль (zip сделан и покрыл обе папки), но формулировка дешевле правды и в др
I0157	KORPUS-2026-07-20_vvedenie-sborka.md	Наивный греп на отсутствие термина (RSA) дал 44 ложных совпадения — все оказались подстрок	_studio/zhurnal/2026-07-20_vvedenie-sborka/kod_nochnaya-karta-oblastej.md#ОТЧЁТ, строки 210–212	НЕ НАЗВАНА
I0158	KORPUS-2026-07-21_mat-kostyak.md	Вставка новой записи в нумерованный список по якорю начала следующего пункта перенумеровал	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-b.md#УРОКИ ФАБРИКЕ, строки 60–62	2 лишние правки файла (~3 мин)
I0159	KORPUS-2026-07-21_mat-kostyak.md	Снапшот file:// вне папки проекта не скроллится — компьютерный scroll таймаутится, зритель	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-b.md#УРОКИ ФАБРИКЕ, строки 64–66	~5 лишних вызовов браузера (~7 мин); визуальная проверка сведена к DOM-проверке + скриншот
I0160	KORPUS-2026-07-21_mat-kostyak.md	Внесение нового определения создало прямое противоречие со старой строкой «не-говорим» пол	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-b.md#ВОПРОСЫ, строки 129–130	НЕ НАЗВАНА
I0161	KORPUS-2026-07-21_mat-kostyak.md	Устаревшая пояснительная пометка при Ex-счётчике Приложения («сейчас печатает 0») не была 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-b.md#ВОПРОСЫ, строка 131	НЕ НАЗВАНА
I0162	KORPUS-2026-07-21_mat-kostyak.md	Контракт зоны предписывал `git add` → `git commit`, которая при живущем в репозитории авто	_studio/zhurnal/2026-07-21_mat-kostyak/kod_vychitano.md#УРОКИ ФАБРИКЕ, строки 99–101	у прошлого захода этой арки — коммит из 89 файлов вместо трёх, `git reset --mixed` и перес
I0163	KORPUS-2026-07-21_mat-kostyak.md	Гейт `git_zona.py check --zone` проверяет всю папку целиком, тогда как контракт зоны испол	_studio/zhurnal/2026-07-21_mat-kostyak/kod_vychitano.md#ВОПРОСЫ, строка 140	НЕ НАЗВАНА
I0164	KORPUS-2026-07-21_mat-kostyak.md	Хук «УРОК БЕЗ ЦЕНЫ», по прежнему опыту блокировавший коммиты за чужие незакрытые уроки, в 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_vychitano.md#ВОПРОСЫ, строка 142	НЕ НАЗВАНА
I0165	KORPUS-2026-07-21_mat-kostyak.md	Заход назвал единственной опорой для отрицательных выводов папку istochniki/toc/, в которо	_studio/zhurnal/2026-07-21_mat-kostyak/kod_zamykanie.md#УРОКИ ФАБРИКЕ, строки 142–146	по семи источникам из восьми опоры для отрицательных выводов не существовало; исполнитель,
I0166	KORPUS-2026-07-21_mat-kostyak.md	Хук приёмки («УРОК БЕЗ ЦЕНЫ») заблокировал коммит исполнителя из-за семи уроков без цены в	_studio/zhurnal/2026-07-21_mat-kostyak/kod_zamykanie.md#УРОКИ ФАБРИКЕ, строки 148–152	заблокированный коммит и решение, принимать которое исполнитель не вправе; обход через --n
I0167	KORPUS-2026-07-21_mat-kostyak.md	Отрицательный вывод «у источника нет декартово замкнутых категорий» был построен по оглавл	_studio/zhurnal/2026-07-21_mat-kostyak/kod_zamykanie.md#УРОКИ ФАБРИКЕ, строки 154–158	ложный отрицательный вывод дожил до готового отчёта и был вписан в таблицу охвата как резу
I0168	KORPUS-2026-07-21_mat-kostyak.md	Между поимённым `git add` по путям зоны и `git commit` авто-коммит репозитория застейджил 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_zamykanie.md#УРОКИ ФАБРИКЕ, строки 160–164	починка стоила отката указателя (`git reset --mixed`) и пересборки коммита по трём путям
I0169	KORPUS-2026-07-21_mat-kostyak.md	Счётчик в шапке документа, реализованный командой (grep), продолжал искать значения поля п	_studio/zhurnal/2026-07-21_mat-kostyak/kod_zamykanie.md#УРОКИ ФАБРИКЕ, строки 166–170	гейт был мёртв с прошлого захода и утверждение без типа не поймал бы; поймано только потом
I0170	KORPUS-2026-07-21_mat-kostyak.md	Независимая перепроверка одного из восьми источников выявила отдельный класс пропусков: ут	_studio/zhurnal/2026-07-21_mat-kostyak/kod_zamykanie.md#ОТЧЁТ, строки 419–420	НЕ НАЗВАНА
I0171	KORPUS-2026-07-21_mat-kostyak.md	Находка предыдущего верификатора (Ф5) про У41 не подтвердилась при проверке по живому файл	_studio/zhurnal/2026-07-21_mat-kostyak/kod_absorb-vstrechi.md#ПЛАН, строки 105–106	НЕ НАЗВАНА
I0172	KORPUS-2026-07-21_mat-kostyak.md	Заход перепутал номера утверждений в собственном тексте задания (У21↔У23)	_studio/zhurnal/2026-07-21_mat-kostyak/kod_absorb-vstrechi.md#ПЛАН, строка 107	НЕ НАЗВАНА
I0173	KORPUS-2026-07-21_mat-kostyak.md	Заход приписал источнику («конспект §3») контрпример, которого там нет	_studio/zhurnal/2026-07-21_mat-kostyak/kod_absorb-vstrechi.md#ПЛАН, строка 108	НЕ НАЗВАНА
I0174	KORPUS-2026-07-21_mat-kostyak.md	`--no-optional-locks` не соблюдался — обычный git взял `.git/index.lock` и сорвал параллел	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ЗАДАНИЕ, строка 17	три сорванных коммита за сессию 21.07
I0175	KORPUS-2026-07-21_mat-kostyak.md	Код возврата rc=128 (сбой прав окружения) четырежды прочитан как содержательный результат	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ЗАДАНИЕ, строка 29	аналитик четырежды прочитал rc=128 как содержательный результат и едва не откатил по нему 
I0176	KORPUS-2026-07-21_mat-kostyak.md	Заголовок без пустой строки перед ним молча уезжает в предыдущий абзац, гейты build_doc/ch	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ЗАДАНИЕ, строка 119	в этой арке так уже теряли два раздела из семи
I0177	KORPUS-2026-07-21_mat-kostyak.md	Пропуск хода `add` перед pathspec-коммитом завалил плановый прогон коммитов	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ЗАДАНИЕ, строка 143	аналитик убрал add, сочтя pathspec самодостаточным, и завалил все десять коммитов плановог
I0178	KORPUS-2026-07-21_mat-kostyak.md	`commit` без явных путей после `--` забрал в один коммит чужие незавершённые файлы	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ЗАДАНИЕ, строка 144	коммит на 89 файлов вместо трёх — уехали SPEKA.md, KONSTITUCIYA.md, незавершённая работа ч
I0179	KORPUS-2026-07-21_mat-kostyak.md	Заход вписал в документ производный факт (адреса вхождений) руками, в том же абзаце, где п	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#УРОКИ ФАБРИКЕ, строки 157–163	три редакции одной строки, две из них с неверным составом адресов
I0180	KORPUS-2026-07-21_mat-kostyak.md	Критерий готовности жёстко привязан к месту в документе, которое то же задание разрешает п	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#УРОКИ ФАБРИКЕ, строки 165–171	решение, которое должен был принять автор захода, пришлось принимать исполнителю
I0181	KORPUS-2026-07-21_mat-kostyak.md	Первый прогон верификатора дал ложный красный из-за бага в самом скрипте-пробнике, не в до	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ОТЧЁТ, строки 231–232	НЕ НАЗВАНА
I0182	KORPUS-2026-07-21_mat-kostyak.md	Два дефекта, внесённые самим исполнителем в этом заходе, не поймали ни гейты состава, ни п	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ОТЧЁТ, строки 371–376	оба дефекта остались бы незамеченными без независимого читательского прохода
I0183	KORPUS-2026-07-21_mat-kostyak.md	Движок ломает раздел с командами при сборке: код-спаны не копируются, абзацы получают ложн	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ОТЧЁТ, строки 497–513	команды, объявленные источником всех чисел документа, в собранном виде не копипастятся — и
I0184	KORPUS-2026-07-21_mat-kostyak.md	Решение владельца по терминологии («по умолчанию ч.у.м.») противоречит математическому зап	_studio/zhurnal/2026-07-21_mat-kostyak/kod_chitaemost.md#ВОПРОСЫ, строки 251–260	НЕ НАЗВАНА
I0185	KORPUS-2026-07-21_mat-kostyak.md	Движок рендера drill-down кладёт в свёрнутый кат только абзац-зачин доказательства; у мног	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dokat-pod-kat.md#ЗАДАНИЕ, строка 6	НЕ НАЗВАНА
I0186	KORPUS-2026-07-21_mat-kostyak.md	Буквальное требование критерия готовности («≥5 `<p>` внутри d-proof») технически недостижи	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dokat-pod-kat.md#ПЛАН, строка 73	НЕ НАЗВАНА
I0187	KORPUS-2026-07-21_mat-kostyak.md	Кириллические символьные классы в regex матчатся побайтово на BSD-инструментах и дают пуст	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dvizhok-format.md#ЗАДАНИЕ, строка 32	НЕ НАЗВАНА (молчаливый ложный успех)
I0188	KORPUS-2026-07-21_mat-kostyak.md	Заголовок без пустой строки перед ним молча приклеивается к предыдущему абзацу, build_doc/	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dvizhok-format.md#ЗАДАНИЕ, строка 33	в этой арке так уже теряли два раздела из семи
I0189	KORPUS-2026-07-21_mat-kostyak.md	check_view уже бывал зелёным на документе, чьи код-спаны не копируются	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dvizhok-format.md#ЗАДАНИЕ, строка 34	НЕ НАЗВАНА
I0190	KORPUS-2026-07-21_mat-kostyak.md	Пропуск add и коммит без явных путей после `--` — те же два git-инцидента 21.07	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dvizhok-format.md#ЗАДАНИЕ, строки 70–72	коммит на 89 файлов вместо трёх; «починка» без add завалила 10 коммитов повторно
I0191	KORPUS-2026-07-21_mat-kostyak.md	Первая фикстура нового гейта лежала вне пути, который скрипт реально сканирует	_studio/zhurnal/2026-07-21_mat-kostyak/kod_dvizhok-format.md#ЗАДАНИЕ, строка 57	4/4 зелёных, включая заведомо ломаную
I0192	KORPUS-2026-07-21_mat-kostyak.md	Грепом по подстроке «тривиально»/«условно» ловится «нетривиально»/«безусловно» — уже случа	_studio/zhurnal/2026-07-21_mat-kostyak/kod_kostyak-rez.md#ЗАДАНИЕ, строка 42	НЕ НАЗВАНА («уже спотыкались дважды», дальше не квантифицировано)
I0193	KORPUS-2026-07-21_mat-kostyak.md	Заголовок без пустой строки перед ним молча уезжает в предыдущий абзац, оба гейта при этом	_studio/zhurnal/2026-07-21_mat-kostyak/kod_kostyak-rez.md#ЗАДАНИЕ, строка 70	на этом уже потеряли два раздела из семи
I0194	KORPUS-2026-07-21_mat-kostyak.md	Критерий владельца допускает два взаимоисключающих прочтения (формулировочное/ролевое), от	_studio/zhurnal/2026-07-21_mat-kostyak/kod_kostyak-rez.md#ВОПРОСЫ, строка 136	НЕ НАЗВАНА (следствие — итог 5 против 4 в зависимости от чтения)
I0195	KORPUS-2026-07-21_mat-kostyak.md	Первый прогон программного верификатора дал ложный красный на всех 31 блоках из-за бага в 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_kostyak-rez.md#ОТЧЁТ, строки 231–232	НЕ НАЗВАНА
I0196	KORPUS-2026-07-21_mat-kostyak.md	check_view.py читает `$…$` как формулу и не знает про код-спаны — счётчик с якорем $ в кон	_studio/zhurnal/2026-07-21_mat-kostyak/kod_kostyak-rez.md#УРОКИ ФАБРИКЕ, строки 98–102	один красный прогон гейта на верном документе, диагностика и переписывание команды — ~10 м
I0197	KORPUS-2026-07-21_mat-kostyak.md	Приёмщик (PRIEMKA.sh) считает маркеры грепом без якоря начала строки — документ, цитирующи	_studio/zhurnal/2026-07-21_mat-kostyak/kod_kostyak-rez.md#УРОКИ ФАБРИКЕ, строки 104–108	ложное красное на приёмке арки; ~15 минут на доказательство целостности документа, плюс пр
I0198	KORPUS-2026-07-21_mat-kostyak.md	Заход рассчитан на параллельных субагентов, а среда Task-инструмент не предоставляет; фолб	_studio/zhurnal/2026-07-21_mat-kostyak/kod_maclane-smith.md#УРОКИ ФАБРИКЕ, строки 58–60	запас контекста к финалу — на грани; параллелить проходы было нечем, обрыв посреди батча с
I0199	KORPUS-2026-07-21_mat-kostyak.md	Механика «Флаг → Флаг закрыт» спровоцировала честное закрытие долга словами вместо поиска 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#УРОКИ ФАБРИКЕ, строки 138–142	утверждение о дистрибутивности было закрыто словами «краткого вывода в зоне курса нет» — о
I0200	KORPUS-2026-07-21_mat-kostyak.md	`build_doc.py` принимает папку, а контракт зоны называет файл — пришлось изобретать симлин	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#УРОКИ ФАБРИКЕ, строки 144–148	около двадцати минут на разведку движка и проверку схемы вместо работы по заданию; схема н
I0201	KORPUS-2026-07-21_mat-kostyak.md	Гейт check_view.py остаётся зелёным, даже когда структура документа потеряна	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#УРОКИ ФАБРИКЕ, строки 150–154	два раздела из семи выпали из бокового оглавления и потеряли якоря; поймано только глазами
I0202	KORPUS-2026-07-21_mat-kostyak.md	Слово-триггер в собственной команде-счётчике схлопнуло весь блок счётчиков в шапке в одну 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#УРОКИ ФАБРИКЕ, строки 156–160	главное место документа было в собранном виде нечитаемо; счётчик закрытых долгов печатал 6
I0203	KORPUS-2026-07-21_mat-kostyak.md	Приёмщик арки (PRIEMKA.sh) написан под ПЛАН исполнителя и структурно конфликтует с формато	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#УРОКИ ФАБРИКЕ, строки 162–166	два ❌ в приёмке, которые нельзя закрыть без второй копии всех 34 определений; при 15 зелён
I0204	KORPUS-2026-07-21_mat-kostyak.md	Число утверждений/понятий, вписанное в документ руками, врало неоднократно	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#ЗАДАНИЕ, строки 93–99	в этом репо руками вписанное число врало пять раз, последний раз — при починке предыдущего
I0205	KORPUS-2026-07-21_mat-kostyak.md	Корневой канон требует регистрировать новый .md тем же ходом, а контракт зоны запрещает тр	_studio/zhurnal/2026-07-21_mat-kostyak/kod_mat-kostyak.md#ВОПРОСЫ, строка 223	НЕ НАЗВАНА
I0206	KORPUS-2026-07-21_mat-kostyak.md	Панель Claude-браузера в фоне не рисует кадры — скриншоты и IntersectionObserver молчат, п	_studio/zhurnal/2026-07-21_mat-kostyak/kod_navigacija.md#УРОКИ ФАБРИКЕ, строки 63–65	~6 холостых заходов (пустые скриншоты, «мёртвый» observer, таймаут ввода) ≈ 15 минут диагн
I0207	KORPUS-2026-07-21_mat-kostyak.md	Заход предписывает независимого субагента-верификатора, а в окружении исполнителя нет инст	_studio/zhurnal/2026-07-21_mat-kostyak/kod_pereverstka.md#УРОКИ ФАБРИКЕ, строки 90–91	~15 минут на поиск инструмента и переписывание метода на программный скрипт; независимого 
